CRIME,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOW,OCC_HOUR,PREMISES_TYPE,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84,OCC_TIMESTAMP
break_and_enter,2015,January,10,Saturday,0,Commercial,3,Thistletown-Beaumond Heights (3),-79.5588508659764,43.7342680363792,2015-01-10 00:00:00-0500
break_and_enter,2015,January,10,Saturday,9,Apartment,75,Church-Yonge Corridor (75),-79.3798206470348,43.6668456650194,2015-01-10 09:00:00-0500
break_and_enter,2015,January,10,Saturday,16,Apartment,67,Playter Estates-Danforth (67),-79.3586487577593,43.6775146867286,2015-01-10 16:00:00-0500
break_and_enter,2015,January,10,Saturday,13,House,19,Long Branch (19),-79.5241186983662,43.5936895256571,2015-01-10 13:00:00-0500
break_and_enter,2015,January,10,Saturday,6,Commercial,76,Bay Street Corridor (76),-79.3910229828825,43.6693521471039,2015-01-10 06:00:00-0500
break_and_enter,2015,January,6,Tuesday,8,Apartment,40,St.Andrew-Windfields (40),-79.4057876517326,43.7530578773308,2015-01-06 08:00:00-0500
break_and_enter,2015,January,10,Saturday,23,Commercial,73,Moss Park (73),-79.3643363677036,43.6540947287263,2015-01-10 23:00:00-0500
break_and_enter,2015,January,10,Saturday,2,Commercial,77,Waterfront Communities-The Island (77),-79.3953619603523,43.6462086548464,2015-01-10 02:00:00-0500
break_and_enter,2015,January,10,Saturday,3,Apartment,136,West Hill (136),-79.1994694617109,43.7654409396202,2015-01-10 03:00:00-0500
break_and_enter,2015,January,10,Saturday,19,House,121,Oakridge (121),-79.2872334315708,43.6932372396464,2015-01-10 19:00:00-0500
break_and_enter,2015,January,9,Friday,10,Apartment,103,Lawrence Park South (103),-79.4002276497555,43.7154489279671,2015-01-09 10:00:00-0500
break_and_enter,2015,January,9,Friday,0,Apartment,79,University (79),-79.4035212345412,43.6648574722859,2015-01-09 00:00:00-0500
break_and_enter,2015,January,10,Saturday,7,Apartment,54,O'Connor-Parkview (54),-79.3101240323194,43.7059932700034,2015-01-10 07:00:00-0500
